"","year","age","value","groups","Age","Year"
"489",2015,6,0.000967614,"obs","6","2015"
"490",2015,7,0.00584885,"obs","7","2015"
"491",2015,8,0.00577185,"obs","8","2015"
"492",2015,9,0.00558864,"obs","9","2015"
"493",2015,10,0.0230959,"obs","10","2015"
"494",2015,11,0.0107785,"obs","11","2015"
"495",2015,12,0.00701612,"obs","12","2015"
"496",2015,13,0.0120188,"obs","13","2015"
"497",2015,14,0.0195881,"obs","14","2015"
"498",2015,15,0.0502326,"obs","15","2015"
"499",2015,16,0.0546572,"obs","16","2015"
"500",2015,17,0.0727455,"obs","17","2015"
"501",2015,18,0.0552175,"obs","18","2015"
"502",2015,19,0.0299184,"obs","19","2015"
"503",2015,20,0.044955,"obs","20","2015"
"504",2015,21,0.0662444,"obs","21","2015"
"505",2015,22,0.0221631,"obs","22","2015"
"506",2015,23,0.0271675,"obs","23","2015"
"507",2015,24,0.013879,"obs","24","2015"
"508",2015,25,0.0253847,"obs","25","2015"
"509",2015,26,0.020027,"obs","26","2015"
"510",2015,27,0.023401,"obs","27","2015"
"511",2015,28,0.0240489,"obs","28","2015"
"512",2015,29,0.0171721,"obs","29","2015"
"513",2015,30,0.0266676,"obs","30","2015"
"514",2015,31,0.0214486,"obs","31","2015"
"515",2015,32,0.0289155,"obs","32","2015"
"516",2015,33,0.0253434,"obs","33","2015"
"517",2015,34,0.0140395,"obs","34","2015"
"518",2015,35,0.0204819,"obs","35","2015"
"519",2015,36,0.0177324,"obs","36","2015"
"520",2015,37,0.0349792,"obs","37","2015"
"521",2015,38,0.0103129,"obs","38","2015"
"522",2015,39,0.0199176,"obs","39","2015"
"523",2015,40,0.035065,"obs","40","2015"
"524",2015,41,0.0179814,"obs","41","2015"
"525",2015,42,0.0117482,"obs","42","2015"
"526",2015,43,0.00929477,"obs","43","2015"
"527",2015,44,0.0157727,"obs","44","2015"
"528",2015,45,0.0523431,"obs","45","2015"
"529",2017,2,0,"obs","2","2017"
"530",2017,3,0.000125389,"obs","3","2017"
"531",2017,4,0.000438809,"obs","4","2017"
"532",2017,5,0.00109368,"obs","5","2017"
"533",2017,6,0.00161121,"obs","6","2017"
"534",2017,7,0.00226932,"obs","7","2017"
"535",2017,8,0.00936376,"obs","8","2017"
"536",2017,9,0.00751681,"obs","9","2017"
"537",2017,10,0.00279786,"obs","10","2017"
"538",2017,11,0.0145677,"obs","11","2017"
"539",2017,12,0.0151289,"obs","12","2017"
"540",2017,13,0.010618,"obs","13","2017"
"541",2017,14,0.0106046,"obs","14","2017"
"542",2017,15,0.0141798,"obs","15","2017"
"543",2017,16,0.0298092,"obs","16","2017"
"544",2017,17,0.0427059,"obs","17","2017"
"545",2017,18,0.0382663,"obs","18","2017"
"546",2017,19,0.0372339,"obs","19","2017"
"547",2017,20,0.0400359,"obs","20","2017"
"548",2017,21,0.0562603,"obs","21","2017"
"549",2017,22,0.0398142,"obs","22","2017"
"550",2017,23,0.0442467,"obs","23","2017"
"551",2017,24,0.0136661,"obs","24","2017"
"552",2017,25,0.0225372,"obs","25","2017"
"553",2017,26,0.0139786,"obs","26","2017"
"554",2017,27,0.0267662,"obs","27","2017"
"555",2017,28,0.0261581,"obs","28","2017"
"556",2017,29,0.025581,"obs","29","2017"
"557",2017,30,0.0130319,"obs","30","2017"
"558",2017,31,0.0137196,"obs","31","2017"
"559",2017,32,0.0458877,"obs","32","2017"
"560",2017,33,0.0335311,"obs","33","2017"
"561",2017,34,0.0205143,"obs","34","2017"
"562",2017,35,0.0413456,"obs","35","2017"
"563",2017,36,0.0347162,"obs","36","2017"
"564",2017,37,0.0257152,"obs","37","2017"
"565",2017,38,0.024691,"obs","38","2017"
"566",2017,39,0.0300228,"obs","39","2017"
"567",2017,40,0.0302886,"obs","40","2017"
"568",2017,41,0.0172795,"obs","41","2017"
"569",2017,42,0.0106907,"obs","42","2017"
"570",2017,43,0.0129717,"obs","43","2017"
"571",2017,44,0.0300552,"obs","44","2017"
"572",2017,45,0.0681636,"obs","45","2017"
"573",2019,2,0,"obs","2","2019"
"574",2019,3,0.000392364,"obs","3","2019"
"575",2019,4,0,"obs","4","2019"
"576",2019,5,0.00295564,"obs","5","2019"
"577",2019,6,0.00174392,"obs","6","2019"
"578",2019,7,0.00433253,"obs","7","2019"
"579",2019,8,0.0098001,"obs","8","2019"
"580",2019,9,0.019831,"obs","9","2019"
"581",2019,10,0.0382329,"obs","10","2019"
"582",2019,11,0.0137504,"obs","11","2019"
"583",2019,12,0.0230842,"obs","12","2019"
"584",2019,13,0.0247642,"obs","13","2019"
"585",2019,14,0.00891255,"obs","14","2019"
"586",2019,15,0.0125636,"obs","15","2019"
"587",2019,16,0.0254485,"obs","16","2019"
"588",2019,17,0.0319899,"obs","17","2019"
"589",2019,18,0.0432503,"obs","18","2019"
"590",2019,19,0.0456105,"obs","19","2019"
"591",2019,20,0.0392648,"obs","20","2019"
